orig_destination_distance,hotel_continent,hotel_country,hotel_market,length_of_stay,srch_destination_id,is_package,srch_destination_type_id,srch_children_cnt,user_location_region,user_location_country_66,posa_continent_3,srch_ci_DoW_Tuesday,is_booking,srch_adults_cnt,srch_ci_DoW_Monday,site_name_2,date_time_MoY_May,is_mobile,cnt,date_time_DoW_Thursday,date_time_MoY_December
4645.3907,6,0,24,5,8743,1,1,0,258,1,1,0,0,1,0,1,0,0,1,0,0
576.0607,2,1,1077,1,27346,0,6,0,354,0,1,0,0,2,0,0,0,0,1,0,0
1005.7059,2,1,686,3,7719,0,3,0,337,1,1,0,0,2,0,1,1,0,1,0,0
744.8216,2,1,1673,1,3901,0,3,2,333,1,1,0,0,2,0,1,0,1,1,0,0
1973.494,4,0,1547,6,59366,1,6,0,351,1,1,0,0,2,0,1,0,1,1,0,1
7334.8336,3,0,230,2,8256,0,1,0,174,1,1,1,0,2,0,1,0,0,1,0,0
627.664,6,0,19,4,12210,1,6,0,167,0,0,0,0,3,0,0,0,0,1,0,0
3710.7381,6,0,27,3,8745,1,1,0,363,1,1,0,0,1,0,1,0,0,1,0,0
3801.6945,6,0,20,1,8255,0,1,0,448,1,1,0,0,5,0,1,0,0,2,0,0
184.7617,2,0,370,1,25944,0,6,0,135,0,1,0,0,2,0,0,1,0,1,0,0
0.5469,2,1,675,1,45327,0,6,0,348,1,1,0,0,1,0,1,0,0,1,0,0
3217.3256,4,0,1509,1,12839,0,5,0,346,1,1,0,0,2,1,0,0,0,2,1,0
1447.8581,4,0,125,4,16884,0,5,0,174,1,1,0,0,2,1,1,0,0,1,0,0
65.5559,2,1,681,3,11319,0,1,2,331,1,1,0,0,2,0,1,0,0,1,0,0
154.4226,2,1,675,1,7635,0,3,0,311,1,1,0,0,2,0,1,0,0,1,0,0
3042.6451,2,1,214,5,12619,1,5,0,325,1,1,0,1,2,1,1,0,0,1,1,0
7052.2056,3,0,329,3,42209,0,1,0,174,1,1,0,0,3,0,1,0,0,1,0,0
252.9813,2,1,660,1,23541,0,6,0,356,1,1,0,0,6,0,1,0,0,1,0,0
4300.0652,6,0,29,6,8746,1,1,0,337,1,1,0,0,2,0,1,0,0,2,0,0
3332.5462,6,0,19,7,23479,0,6,0,354,0,1,1,1,1,0,0,0,0,1,0,0
5609.3798,3,0,88,1,8818,0,1,0,138,0,1,1,1,2,0,1,0,0,1,0,0
1504.496,4,0,121,4,8259,1,1,0,174,1,1,0,0,4,0,1,0,1,1,0,0
133.1951,2,1,700,4,63687,0,6,2,220,1,1,0,0,2,0,1,0,0,3,1,0
258.6826,2,1,369,2,11620,0,1,0,174,1,1,0,1,2,0,1,0,0,1,0,0
967.9751,2,1,699,3,55715,0,6,0,351,1,1,0,0,4,0,1,0,0,1,0,1
510.6717,6,0,275,2,21962,0,6,0,318,0,0,0,0,2,0,0,0,0,2,0,0
260.9113,2,1,414,1,4057,0,1,0,258,1,1,0,0,5,0,1,0,0,1,0,0
2423.147,2,1,675,6,8267,1,1,0,155,0,1,0,0,2,0,0,0,0,1,0,0
144.7905,2,1,663,2,8281,0,1,0,356,1,1,0,0,4,0,1,0,0,1,0,0
734.745,2,0,397,3,8287,1,1,0,403,1,1,0,0,2,0,1,0,1,2,0,1
1940.1129,4,0,197,6,8814,1,1,0,354,0,1,0,0,2,0,0,0,0,4,0,0
4.4351,4,0,121,6,8259,1,1,0,500,0,1,0,0,2,0,1,0,0,1,0,0
1682.9053,2,0,397,2,26022,0,6,0,135,0,1,0,0,1,0,0,0,0,1,0,0
299.286,2,1,1230,2,8279,0,1,0,174,1,1,0,0,2,0,1,0,0,4,0,0
176.5063,2,0,402,5,26428,0,6,0,462,1,1,1,0,6,0,1,1,0,3,0,0
1247.8928,4,0,118,8,8824,1,1,0,174,1,1,0,0,2,0,1,0,0,1,1,0
2394.2634,4,0,126,5,11938,0,1,2,174,1,1,0,0,2,1,1,0,0,1,0,0
326.5496,2,1,1191,1,25741,0,6,0,318,1,1,0,0,4,0,1,0,1,1,0,0
1200.8716,6,0,30,1,12610,0,5,0,171,0,0,0,1,2,0,0,0,0,1,0,0
269.7431,2,1,695,3,5270,0,1,4,348,1,1,0,0,4,0,1,1,0,1,0,0
591.6201,2,1,853,4,11980,1,1,0,403,1,1,1,0,2,0,1,0,0,1,0,0
801.2852,2,1,628,5,8250,0,1,0,442,1,1,0,0,2,0,1,0,0,1,0,0
237.7952,2,0,390,3,8270,0,1,2,385,0,1,0,0,2,0,0,1,0,1,0,0
3442.0843,6,0,27,2,23060,0,6,2,311,1,1,0,0,2,0,1,1,0,1,0,0
2139.9534,2,1,628,7,8250,0,1,0,354,0,1,1,0,2,0,0,0,0,1,1,0
2445.5854,2,1,675,10,8267,1,1,0,155,0,1,0,0,2,0,0,0,0,2,0,0
1552.6505,4,0,1503,7,11439,1,1,0,348,1,1,0,0,2,1,1,0,0,1,0,0
160.2297,2,0,370,1,60951,0,4,0,155,0,1,0,0,2,0,0,1,0,3,0,0
100.7288,2,1,623,2,11569,0,1,0,348,1,1,0,0,1,0,1,0,0,1,0,0
2071.3918,2,1,1632,1,64627,0,6,0,348,1,1,0,0,2,0,1,0,0,1,0,1
1260.1658,4,0,1411,7,9600,1,1,1,220,1,1,0,0,2,0,1,0,0,1,1,0
695.9152,4,0,121,4,8259,0,1,0,442,1,1,0,0,1,1,1,0,0,1,0,0
4547.8313,6,0,28,4,8808,0,1,0,258,1,1,0,0,2,0,1,0,0,1,0,0
819.2798,2,1,409,1,8243,1,1,0,220,1,1,0,0,1,0,1,0,0,1,0,0
4545.5139,2,1,675,5,45326,0,6,1,424,0,0,0,0,2,0,0,0,0,2,0,0
133.0446,2,1,191,5,11992,0,6,0,363,1,1,0,0,2,0,1,0,0,1,0,0
307.739,2,1,644,2,12014,0,1,0,258,1,1,0,0,2,0,1,0,0,24,1,0
7130.7012,0,0,314,1,24044,0,6,0,354,0,1,0,0,1,0,0,0,0,1,0,0
1032.4154,4,0,110,8,8791,1,1,2,442,1,1,0,0,2,0,1,0,0,1,0,1
1231.7155,6,0,11,7,9927,1,1,0,347,0,0,0,0,2,0,0,0,0,1,1,0
224.4528,2,1,628,3,8250,0,1,0,174,1,1,0,0,2,0,1,0,1,9,0,0
5000.4464,6,0,27,8,8745,1,1,0,462,1,1,0,0,1,0,1,0,0,2,0,0
1209.1419,2,1,628,3,8250,1,1,2,442,1,1,0,0,1,0,1,0,0,7,0,0
98.5839,2,1,1180,1,6294,0,3,0,256,1,1,1,0,2,0,1,0,0,10,0,1
991.093,2,0,370,2,25949,0,6,2,174,1,1,0,0,2,0,1,0,0,1,0,0
1229.7149,2,1,365,2,12216,0,6,0,442,1,1,0,0,1,1,1,0,0,6,0,0
1268.509,2,1,628,2,12208,0,6,0,321,1,1,0,0,2,0,1,0,0,2,0,0
2658.713,4,0,202,11,8976,0,1,1,500,0,1,0,0,2,1,1,0,0,1,0,0
3826.1639,6,0,2,5,55649,0,3,0,348,1,1,0,0,1,0,1,0,0,2,0,0
537.7671,2,1,350,1,41616,0,4,0,196,1,1,0,1,3,1,1,0,0,1,0,0
3721.1312,6,0,246,3,24932,1,6,0,348,1,1,0,0,1,1,1,0,0,2,0,0
2216.4152,2,1,623,5,11569,0,1,0,346,1,1,0,0,4,0,1,0,0,3,0,0
338.0113,2,1,1230,20,8279,0,1,0,174,1,1,0,0,1,1,1,0,0,1,0,0
2223.5244,6,0,6,7,18998,1,1,0,245,0,0,0,0,2,1,0,0,0,1,0,1
1562.9122,4,0,1503,6,11439,1,1,0,348,1,1,0,0,4,0,1,0,0,1,0,1
312.2928,2,0,397,1,26022,0,6,0,354,0,1,0,0,1,0,0,0,0,3,0,0
250.2194,2,0,387,2,26472,0,6,0,135,0,1,0,0,1,1,0,0,0,1,0,0
135.0478,2,1,448,5,25109,0,6,3,348,1,1,0,0,2,0,1,0,0,1,0,0
0.3199,2,1,1021,1,4499,0,3,0,174,1,1,0,0,1,0,1,0,0,1,0,0
795.7647,4,0,126,4,5405,1,6,0,442,1,1,0,0,2,0,1,0,0,2,0,0
461.646,2,0,397,3,26022,1,6,1,293,1,1,0,0,2,0,1,0,1,2,0,0
14.9664,2,1,368,2,12266,0,6,2,174,1,1,0,0,2,0,1,0,0,1,0,0
595.9512,6,0,4,5,8407,1,6,0,229,0,0,0,0,2,0,0,1,0,1,0,0
455.4748,2,1,600,1,21472,0,1,3,474,1,1,0,1,3,0,1,0,1,1,0,0
8341.9253,0,0,1258,1,8286,0,1,1,184,1,1,0,0,1,0,1,0,0,1,0,0
7589.9822,0,0,1258,1,12873,0,5,0,174,1,1,0,0,1,0,1,0,1,1,0,0
3924.1705,6,0,1930,1,22995,0,6,0,331,1,1,0,0,1,0,1,0,1,4,0,0
0.9215,0,0,1258,1,43631,0,6,0,500,0,0,0,0,2,0,0,0,0,3,0,0
5654.5076,3,0,1447,4,12890,0,5,1,348,1,0,0,0,2,0,0,0,0,1,0,0
1685.4499,4,0,1532,5,8810,1,1,0,226,1,1,0,0,2,0,1,0,0,1,0,0
74.0004,2,1,628,3,8250,0,1,0,346,1,1,0,0,2,0,1,0,0,1,0,0
1631.0131,4,0,126,5,11938,1,1,0,348,1,1,1,0,3,0,1,0,0,1,0,0
968.0729,2,1,682,3,8268,1,1,0,354,0,1,0,0,2,0,0,0,0,1,0,1
4075.0488,6,0,155,3,8238,1,1,0,220,1,1,0,0,2,1,1,0,1,4,0,0
2075.2799,2,0,399,1,8288,0,1,0,351,1,1,0,1,2,0,1,0,0,1,0,0
2320.5537,4,0,1411,7,9600,1,1,0,352,1,1,0,0,2,0,1,0,1,1,0,0
3673.6912,6,0,8,3,21657,0,6,0,354,0,1,0,0,2,0,0,0,0,1,0,0
523.1849,2,1,1148,2,485,0,1,0,331,1,1,0,1,2,0,1,0,0,1,1,0
1468.1207,2,1,1241,2,14985,0,1,0,442,1,1,1,1,1,0,1,0,0,2,0,0
16.7981,2,1,369,2,14797,0,1,0,174,1,1,0,0,1,0,1,0,0,2,0,0
5693.4358,6,0,27,3,12243,0,6,0,174,1,1,1,0,2,0,1,0,0,1,0,0
129.7465,2,1,611,1,3322,0,3,0,448,1,1,0,1,2,0,1,0,0,1,1,0
4586.8074,6,0,27,3,23060,0,6,0,135,0,1,0,0,2,0,0,0,0,2,0,0
4322.5405,2,1,676,10,8267,0,1,0,223,0,0,0,0,2,0,0,0,0,1,0,0
328.3722,2,1,350,2,12178,0,6,0,435,1,1,0,0,2,0,1,0,0,6,1,0
199.8269,2,0,397,1,8287,0,1,0,348,1,1,0,0,1,0,1,0,0,1,1,0
134.4081,2,1,675,3,7635,0,3,0,348,1,1,0,0,2,0,1,0,0,2,0,0
2292.9997,4,0,100,1,22407,0,1,0,354,0,1,0,0,4,0,0,0,0,1,0,0
1020.4524,4,0,1530,4,23076,0,1,0,220,1,1,0,0,1,0,1,0,0,1,0,0
864.1894,2,1,663,3,5620,0,3,0,346,1,1,0,0,2,0,1,0,0,1,0,0
16.2788,2,1,659,3,8272,0,1,0,153,1,1,0,0,2,0,1,1,1,1,0,0
426.4727,2,1,1309,1,1499,0,1,0,184,1,1,0,1,2,0,1,0,0,1,0,0
1826.3603,0,0,1459,3,527,0,3,2,462,0,0,0,0,2,0,0,0,0,1,0,0
1323.6526,4,0,199,3,11372,1,1,0,435,1,1,0,0,2,0,1,0,0,1,0,0
5462.3533,3,0,46,1,12356,0,5,1,172,0,0,0,0,1,1,0,0,0,1,1,0
82.2471,2,1,623,1,11569,0,1,0,337,1,1,0,0,2,0,1,0,0,1,0,0
4035.8448,6,0,22,1,8806,0,1,1,337,1,1,0,0,2,0,1,0,0,1,0,0
3809.2013,6,0,15,2,8800,0,1,0,348,1,1,0,0,1,0,1,0,0,1,0,1
1227.2837,6,0,1419,7,1407,0,1,0,436,0,0,0,0,2,0,0,0,0,1,1,0
681.3656,4,0,110,3,8791,1,1,0,294,1,1,0,0,6,0,1,0,0,2,0,0
1116.4536,2,1,701,14,12227,0,6,0,442,1,1,0,0,2,1,1,0,1,1,0,1
13.065,2,1,406,1,12453,0,5,0,442,1,1,0,0,2,0,1,0,0,1,0,0
1485.2578,4,0,126,6,5405,1,6,0,333,1,1,0,0,2,0,1,0,1,3,0,0
2439.1501,2,1,675,2,7635,1,3,0,174,1,1,0,0,1,0,1,0,0,1,0,0
651.7394,2,1,411,4,8266,0,1,0,220,1,1,0,0,4,0,1,0,0,1,0,1
210.011,6,0,1496,2,22727,0,6,0,347,0,0,0,1,1,0,0,1,0,1,0,0
192.3821,2,1,682,1,8268,0,1,0,220,1,1,0,0,2,0,1,0,0,1,0,0
2028.6168,2,0,399,5,8288,1,1,0,354,0,1,0,0,2,0,0,0,0,1,0,0
221.9612,2,1,628,4,8250,0,1,0,174,1,1,0,0,2,0,1,0,0,2,0,0
1170.3386,4,0,110,6,8791,1,1,0,322,1,1,0,0,2,0,1,0,0,3,0,0
6242.6017,6,0,29,1,8746,0,1,0,174,1,1,0,0,3,0,1,0,0,1,0,1
1295.0742,2,1,628,1,8250,0,1,0,149,1,1,0,0,2,0,1,0,0,1,1,0
307.9503,2,1,1241,1,24693,0,6,0,174,1,1,1,0,2,0,1,0,0,3,0,0
1532.707,4,0,1456,4,11972,1,1,0,174,1,1,0,0,2,0,1,0,0,1,0,0
5473.967,6,0,2,6,8788,1,1,0,416,0,0,0,0,2,0,0,0,0,1,0,1
3601.7253,4,0,2085,2,22869,0,6,0,442,1,1,1,0,2,0,1,0,0,2,0,0
1566.3772,4,0,1532,6,8810,1,1,2,174,1,1,0,0,2,0,1,0,0,5,0,0
7799.6587,3,0,76,9,20525,0,1,0,348,1,1,0,1,2,0,1,0,1,1,0,1
2171.5865,2,1,350,2,8216,0,1,2,462,1,1,0,0,2,0,1,0,0,1,0,0
2352.9668,4,0,100,4,22407,0,1,2,311,1,1,0,0,2,0,1,0,0,1,0,0
2298.0235,2,1,361,1,18790,0,1,0,220,1,1,0,0,1,0,1,0,1,2,0,0
2885.8364,4,0,1455,3,11373,1,1,0,462,1,1,0,0,2,1,1,0,1,3,0,0
7.0324,2,1,191,1,8291,0,1,0,448,1,1,0,0,1,0,1,0,0,1,0,0
7731.8185,3,0,61,1,13941,0,6,0,385,0,1,0,0,3,0,0,0,0,1,0,0
712.2834,2,1,675,3,8267,0,1,0,258,1,1,0,0,3,0,1,0,0,4,0,0
100.5313,2,1,623,1,11569,0,1,0,348,1,1,0,0,4,0,1,0,1,1,0,0
191.338,2,0,377,3,11813,0,1,0,135,0,1,1,0,2,0,0,0,0,1,0,0
1.684,6,0,39,1,25972,0,6,0,480,0,1,0,1,1,0,1,0,0,1,0,0
303.999,2,1,411,1,12228,0,6,0,442,1,1,0,0,2,0,1,0,1,3,0,0
2.9858,2,1,412,3,8277,0,1,0,442,1,1,0,0,2,0,1,0,0,2,0,0
4348.6579,3,0,73,13,21222,1,1,0,189,0,0,0,0,2,0,0,0,0,2,0,0
129.4778,2,0,399,1,8288,0,1,0,462,1,1,0,0,1,0,1,0,0,4,0,0
4083.5047,6,0,28,2,8808,0,1,0,354,0,1,0,0,2,0,0,0,0,2,0,0
6828.8854,6,0,1480,2,21778,0,6,0,174,1,1,0,0,2,1,1,0,0,2,0,0
1613.0631,4,0,1509,8,12257,1,6,0,337,1,1,0,0,2,0,1,0,0,2,0,0
512.3882,2,1,191,1,25335,0,6,0,260,1,1,0,0,1,1,1,0,0,2,0,0
95.9787,2,1,571,1,1440,0,1,0,321,1,1,0,1,2,0,1,0,0,1,0,0
1118.8405,2,1,1457,3,28514,1,6,0,363,1,1,1,0,2,0,1,0,0,1,0,0
8175.2017,3,0,1039,5,635,1,1,0,348,1,1,0,0,1,0,1,0,0,1,0,0
3843.9689,6,0,19,7,8253,0,1,0,318,1,1,0,0,2,0,1,0,0,3,0,0
699.2988,4,0,121,8,8259,1,1,0,442,1,1,0,0,2,0,1,0,0,1,0,1
104.1514,2,1,550,1,11984,0,1,1,352,1,1,0,0,1,0,1,0,0,1,0,0
100.7189,2,1,675,1,8267,0,1,0,363,1,1,0,0,1,0,1,0,0,1,0,0
1796.1009,4,0,1532,7,8810,0,1,1,258,1,1,0,0,2,0,1,0,0,1,0,0
2223.8937,2,1,1241,3,14985,0,1,0,226,1,1,0,0,6,0,1,0,0,1,0,0
2385.1566,2,1,628,1,8250,0,1,0,311,1,1,0,1,2,0,1,0,0,1,0,0
593.5303,2,1,637,3,44194,0,8,0,448,1,1,1,0,2,0,1,0,0,1,0,1
1022.499,2,1,663,2,8281,0,1,0,184,1,1,0,1,1,0,1,0,0,1,1,0
657.1542,2,1,1179,1,62487,0,6,0,447,1,1,0,0,2,1,1,0,0,1,0,0
1054.6857,2,1,640,1,8233,0,1,2,442,1,1,0,0,2,0,1,0,0,1,0,0
2678.6329,2,1,212,5,669,0,3,2,155,0,1,0,0,2,0,0,0,0,2,0,1
3096.2743,3,0,153,8,468,1,1,0,347,0,0,0,0,1,0,0,0,0,3,1,1
425.3605,2,1,725,1,25383,0,1,0,337,1,1,0,0,2,0,1,0,0,1,0,0
428.4966,2,1,670,1,11998,0,1,0,174,1,1,0,0,3,0,1,0,0,2,0,0
7340.4876,5,0,803,1,1773,0,3,0,363,1,1,0,0,1,1,0,0,0,2,0,0
2571.7397,2,1,701,17,8260,0,1,0,135,0,1,0,0,2,0,0,1,0,3,0,0
10508.0152,0,0,1487,10,22570,0,6,0,442,1,1,0,0,1,0,0,0,0,1,0,0
4849.8224,2,1,213,4,8855,0,1,2,363,1,1,0,0,2,0,1,0,0,1,0,0
9483.6335,6,0,951,3,8215,1,1,0,500,0,0,0,0,2,0,0,0,0,2,0,1
236.7768,2,1,1546,1,24278,0,6,0,174,1,1,0,0,4,0,1,0,0,1,0,1
5371.7227,6,0,1466,2,8862,0,1,1,184,1,1,0,0,1,0,1,0,0,1,0,0
7820.9182,5,0,253,1,18788,0,1,0,220,1,1,0,0,2,0,1,0,0,1,0,0
447.239,2,1,669,1,25044,0,6,0,153,1,1,0,0,2,0,1,0,1,2,0,0
360.8355,2,1,659,5,23682,1,6,0,174,1,1,0,0,2,0,1,0,1,1,0,1
1210.6436,2,1,699,1,11353,0,1,0,258,1,1,0,0,2,0,1,0,0,1,0,0
2215.1151,2,1,675,5,8267,1,1,0,500,0,0,0,0,4,0,0,0,0,1,0,0
434.1829,6,0,24,2,8743,0,1,0,395,0,0,0,0,2,0,0,0,0,1,1,1
10124.7922,0,0,1258,5,8286,0,1,0,245,0,0,0,0,2,0,0,0,0,1,0,0
3719.5508,2,1,213,7,8855,0,1,0,442,1,1,1,0,2,0,1,0,0,1,0,0
0.9762,2,1,368,2,7971,0,6,0,174,1,1,0,0,2,0,1,0,1,1,0,0
3417.7142,6,0,27,3,12243,0,6,0,385,0,1,0,0,4,0,0,1,0,1,0,0
992.7975,2,1,365,1,8254,1,1,0,462,1,1,0,1,2,0,1,0,0,1,0,0
6473.879,3,0,230,2,8256,0,1,0,412,0,1,0,0,2,1,1,0,0,1,1,0
348.0401,2,1,675,4,8267,1,1,0,354,0,1,0,0,2,0,0,1,0,3,0,0
28.9795,2,1,365,1,13237,0,4,0,174,1,1,0,0,2,0,1,0,0,2,1,0
0.8627,2,1,661,1,8276,0,1,0,447,1,1,0,1,2,1,1,0,0,1,0,0
1242.5098,2,1,701,1,12225,0,6,0,288,1,1,1,0,2,0,1,0,0,1,0,0
1616.763,4,0,126,5,11938,1,1,0,348,1,1,0,0,2,1,1,0,0,1,0,1
3728.0025,6,0,1557,1,21905,0,6,0,354,0,1,1,0,3,0,0,0,0,4,0,0
101.7846,2,1,696,1,12756,0,5,0,363,1,1,0,0,2,0,1,0,1,1,0,0
845.5396,2,1,701,1,8260,0,1,0,471,1,1,0,1,1,0,1,0,0,1,0,0
1154.3653,2,1,682,2,8268,1,1,0,335,1,1,1,0,2,0,1,0,0,3,0,0
181.269,2,1,412,2,8277,0,1,2,442,1,1,0,0,2,0,1,1,0,1,1,0
1066.6684,2,1,628,1,8250,0,1,0,442,1,1,0,0,2,0,1,0,0,1,0,0
7805.462,3,0,61,2,8242,0,1,1,354,0,1,0,0,2,0,0,0,0,1,0,1
2088.8209,2,1,1235,2,17563,0,1,0,174,1,1,1,0,2,0,1,0,1,2,1,0
247.3618,2,1,1675,3,11924,0,1,2,462,1,1,0,0,2,0,1,0,0,1,0,0
1069.2183,2,1,628,3,8250,0,1,0,442,1,1,0,0,3,0,1,1,0,1,1,0
7736.6849,0,0,1258,3,13747,0,4,1,476,0,1,0,0,2,0,0,0,0,1,0,1
257.5962,6,0,27,3,8745,1,1,0,229,0,0,0,0,1,0,0,0,0,4,0,1
1742.6421,2,0,370,4,11629,0,1,2,354,0,1,0,0,4,1,0,1,0,1,1,0
88.9081,2,1,365,1,24582,0,1,0,174,1,1,0,0,2,0,1,0,0,2,0,0
1384.6424,2,1,412,1,8277,0,1,0,448,1,1,0,0,2,0,1,0,0,1,0,0
1228.1769,2,1,659,3,23686,0,6,0,135,0,1,0,0,2,0,0,0,0,2,0,0
158.5748,2,1,724,1,11360,0,1,0,311,1,1,0,0,2,0,1,0,0,1,0,0
1196.117,4,0,209,2,12440,0,5,0,220,1,1,0,0,2,0,1,0,1,2,0,1
40.218,2,1,947,1,3713,0,3,0,153,1,1,0,1,1,0,1,0,0,1,0,0
1030.8466,2,1,628,3,8250,1,1,0,500,0,0,0,1,2,0,0,0,0,1,1,1
4399.6533,2,1,675,5,8267,1,1,0,329,0,0,1,0,2,0,0,0,0,2,0,0
22.2926,2,0,1182,1,50881,0,4,0,354,0,1,0,0,2,0,0,0,0,1,0,0
5041.8627,6,0,241,1,21984,0,6,0,354,0,1,0,0,3,1,0,0,0,2,0,0
173.8718,2,0,387,1,17366,0,5,0,155,0,1,1,0,2,0,1,0,0,2,0,0
4736.0252,6,0,19,4,8253,1,1,0,155,0,1,0,0,1,0,0,1,0,1,0,0
1936.3546,2,1,628,3,8250,0,1,0,354,0,1,0,0,1,1,0,0,0,1,0,0
996.3726,2,1,679,3,15093,0,1,0,354,0,1,0,0,2,0,0,0,0,3,0,0
955.9798,2,1,366,1,12175,0,6,1,462,1,1,0,0,1,1,1,0,0,1,0,0
2951.5944,2,1,213,5,8855,1,1,0,447,1,1,0,0,1,0,1,0,0,1,0,1
132.1884,2,1,364,1,9145,0,1,1,174,1,1,1,0,2,0,1,0,0,1,0,0
121.399,2,1,679,1,15093,0,1,0,220,1,1,0,0,4,1,1,0,0,1,0,0
586.8575,2,1,1250,2,26144,0,1,0,348,1,1,0,0,2,0,1,0,1,1,0,0
1.1417,2,1,637,3,8230,0,1,0,258,1,1,0,0,1,0,1,0,0,1,0,0
66.2819,2,1,675,1,8267,0,1,1,363,1,1,0,0,2,0,1,0,0,1,0,0
671.8642,2,1,662,2,8820,0,1,1,174,1,1,0,0,2,1,1,0,0,1,0,0
321.0866,2,1,691,1,8846,0,1,4,385,0,1,0,0,4,1,0,0,0,1,0,0
4126.7427,6,0,13,1,22787,0,6,0,351,1,1,0,0,1,0,1,0,0,4,1,0
219.3106,2,1,628,2,8250,0,1,2,174,1,1,0,0,2,0,1,0,0,3,0,0
245.2894,2,1,637,1,8230,0,1,0,322,1,1,0,0,2,0,1,1,0,2,1,0
1597.563,3,0,1701,7,11815,1,1,2,462,0,0,0,0,2,0,0,0,0,1,0,0
1078.9621,2,1,1457,2,28514,0,6,0,442,1,1,1,0,2,0,1,0,0,1,1,0
1476.3159,2,1,503,1,8802,0,1,0,143,1,1,1,1,1,0,1,1,0,1,0,0
127.4951,2,1,1457,2,14984,0,1,0,220,1,1,0,0,6,0,1,0,0,1,0,0
4083.3605,2,1,701,10,8260,0,1,0,416,0,0,0,0,4,0,0,0,0,1,0,0
1588.2677,4,0,1503,4,11439,1,1,0,311,1,1,0,0,3,0,1,0,0,3,0,1
887.1324,2,1,1235,2,17563,0,1,0,352,1,1,0,0,1,0,1,0,0,1,0,0
1460.5659,4,0,110,4,8791,0,1,0,363,1,1,0,0,2,1,1,0,1,1,0,0
1460.8511,4,0,1933,4,19797,0,1,1,348,1,1,1,0,1,0,1,0,0,1,0,0
229.7564,2,1,1250,1,11318,1,1,0,331,1,1,0,0,2,0,1,0,0,1,0,0
2628.0407,4,0,201,6,11334,1,1,0,321,1,1,0,0,2,0,1,0,0,1,1,0
9532.3122,3,0,83,8,18569,1,1,0,226,1,1,0,0,2,0,1,0,0,1,0,0
555.959,2,1,642,1,11321,0,1,0,254,1,1,0,0,2,0,1,1,0,1,0,0
243.3494,2,1,646,1,4221,0,3,0,254,1,1,0,1,4,0,1,0,1,1,0,0
5712.7906,6,0,1761,1,19020,0,3,0,174,1,1,0,0,2,1,1,0,0,5,0,0
1268.4429,2,1,659,6,23682,1,6,0,321,1,1,0,0,2,0,1,0,0,1,0,1
1730.6104,4,0,110,3,12188,1,6,0,311,1,1,0,0,2,0,1,0,0,2,0,0
2515.3562,4,0,2070,7,45002,1,1,0,337,1,1,1,0,1,0,1,0,1,1,0,0
1269.0904,2,1,702,6,11853,0,1,2,254,1,1,0,0,2,0,1,0,1,1,0,0
421.2337,2,0,399,3,26419,0,6,2,135,0,1,0,0,2,0,0,0,0,1,1,0
2092.9692,4,0,1532,7,8810,1,1,0,462,1,1,0,0,2,0,1,0,0,3,0,1
2251.7389,2,1,1241,1,24689,0,6,0,363,1,1,0,0,4,0,1,0,0,1,0,0
74.3194,2,1,654,1,25131,0,6,0,184,1,1,0,0,3,0,1,0,0,2,0,0
1366.6186,4,0,1456,8,11972,0,1,0,324,1,1,0,0,2,0,1,0,0,1,0,0
4438.3863,2,1,533,1,11842,0,1,0,480,0,1,0,0,2,0,1,1,0,1,1,0
6892.3376,4,0,2027,1,22479,0,6,0,462,1,1,0,1,1,0,1,0,0,1,0,0
4865.7777,3,0,107,1,8747,0,1,0,500,0,0,0,0,2,0,0,0,0,1,0,1
7374.4531,3,0,88,3,8818,0,1,0,348,1,1,0,0,2,0,1,0,0,1,0,0
147.6993,2,1,511,2,11989,0,1,0,226,1,1,0,0,2,0,1,0,0,1,1,0
5.7562,2,1,701,3,8260,0,1,0,220,1,1,0,0,2,0,1,0,0,1,1,0
1532.1048,2,1,368,3,8278,0,1,0,321,1,1,0,0,2,0,1,0,0,1,1,0
4383.2812,3,0,1492,11,1725,1,1,0,500,0,0,0,0,2,0,0,0,0,4,0,1
1062.1006,4,0,1503,18,16864,0,5,1,220,1,1,0,0,3,0,1,0,0,1,0,0
2781.9921,2,0,401,4,1901,0,1,0,343,0,1,0,0,2,0,0,0,0,2,0,0
4.627,2,0,404,1,45120,0,1,0,312,0,1,0,0,2,1,0,0,0,1,0,0
3830.122,6,0,2,2,8788,0,1,0,348,1,1,0,0,2,0,1,0,0,1,0,0
80.6932,2,1,637,1,8230,0,1,0,467,1,1,0,1,2,0,1,0,1,1,1,0
1323.8664,2,1,676,8,40993,1,6,0,442,1,1,0,1,1,0,1,0,0,1,0,0
144.3787,2,1,682,2,8268,0,1,0,220,1,1,0,0,2,0,1,0,0,1,0,1
236.0858,2,1,1628,4,29270,0,4,3,294,1,1,0,1,3,0,1,0,0,1,0,0
2971.1957,4,0,204,7,11923,1,1,0,155,0,1,0,0,2,0,0,0,0,2,1,0
1150.0525,2,1,701,2,12225,1,6,1,354,0,1,0,0,2,0,0,0,0,2,1,0
257.9235,2,1,628,7,8250,0,1,0,174,1,1,0,1,2,0,1,0,0,1,1,0
1911.4024,4,0,1503,4,11439,1,1,0,322,1,1,0,0,2,0,1,0,0,7,0,0
91.3799,2,1,365,1,12218,0,6,0,174,1,1,1,1,2,0,1,0,0,1,0,0
6827.818,3,0,54,7,44795,1,1,0,174,1,1,0,0,1,0,1,0,0,1,0,0
