index,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice,ExterQual_TA,BsmtQual_Ex,KitchenQual_Ex,KitchenQual_TA
922,6,2005,2006,1316.0,1316,1316,2,6,2.0,397.0,169990.0,0,0,0,0
923,6,1993,1994,1604.0,1617,1617,2,5,2.0,533.0,193000.0,0,0,0,0
924,6,1980,1980,1686.0,1686,1686,2,7,2.0,612.0,207500.0,1,0,0,1
925,5,1977,1977,1126.0,1126,1126,2,6,2.0,540.0,175000.0,1,0,1,0
926,8,2003,2004,1181.0,1234,2374,2,10,3.0,656.0,285000.0,0,0,1,0
927,7,1968,1968,832.0,1098,1978,2,9,2.0,486.0,176000.0,1,0,0,1
928,8,2001,2001,1753.0,1788,1788,2,7,2.0,522.0,236500.0,0,0,1,0
929,7,1997,1997,964.0,993,2236,2,8,2.0,642.0,222000.0,1,0,0,0
930,8,2007,2007,1466.0,1466,1466,2,7,3.0,610.0,201000.0,0,0,0,0
931,5,1965,1965,925.0,925,925,1,5,1.0,429.0,117500.0,1,0,0,1
932,9,2006,2006,1905.0,1905,1905,2,8,3.0,788.0,320000.0,0,1,1,0
933,7,2004,2004,1500.0,1500,1500,2,6,2.0,570.0,190000.0,0,0,0,0
934,7,1960,2007,585.0,2069,2069,2,9,2.0,505.0,242000.0,1,0,0,0
935,4,1926,1953,600.0,747,747,1,5,2.0,528.0,79900.0,1,0,0,1
936,7,2003,2003,1176.0,1200,1200,2,5,2.0,555.0,184900.0,0,0,0,0
937,7,2005,2005,1113.0,1113,1971,2,8,2.0,689.0,253000.0,0,0,0,0
938,7,2006,2006,1391.0,1391,1962,2,7,3.0,868.0,239799.0,0,0,0,0
939,7,1940,1950,1032.0,1207,2403,2,10,1.0,349.0,244400.0,1,0,0,1
940,6,1976,1976,1728.0,1728,1728,2,8,2.0,574.0,150900.0,1,0,0,1
941,7,1999,1999,992.0,1022,2060,2,8,2.0,390.0,214000.0,0,0,0,0
942,4,1977,1977,1440.0,1440,1440,2,8,0.0,0.0,150000.0,1,0,0,1
943,5,1967,1967,1632.0,1632,1632,2,8,2.0,576.0,143000.0,1,0,0,1
944,6,1958,1958,819.0,1344,1344,1,7,2.0,525.0,137500.0,1,0,0,0
945,5,1890,1996,1088.0,1188,1869,1,7,2.0,456.0,124900.0,1,0,0,1
946,5,1959,1959,1144.0,1144,1144,1,6,1.0,796.0,143000.0,1,0,0,1
947,8,2002,2003,1616.0,1629,1629,2,9,3.0,808.0,270000.0,0,0,0,0
948,7,2002,2002,936.0,936,1776,2,7,2.0,474.0,192500.0,0,0,0,0
949,6,1972,2006,1161.0,1381,1381,1,5,2.0,676.0,197500.0,1,0,0,0
950,5,1950,2002,864.0,864,864,1,5,2.0,720.0,129000.0,1,0,0,0
951,5,1965,1965,828.0,965,965,1,6,1.0,300.0,119900.0,1,0,0,1
952,5,1972,2003,768.0,768,768,1,5,1.0,396.0,133900.0,1,0,0,1
953,5,1969,1969,784.0,1168,1968,2,7,2.0,530.0,172000.0,1,0,0,1
954,6,1975,1975,945.0,980,980,2,4,0.0,0.0,127500.0,1,0,0,1
955,6,1946,1950,979.0,979,1958,2,8,2.0,492.0,145000.0,1,0,0,1
956,6,1980,1980,561.0,561,1229,1,5,2.0,462.0,124000.0,1,0,0,1
957,5,1962,1962,1057.0,1057,1057,1,6,2.0,576.0,132000.0,1,0,0,1
958,7,2003,2003,1337.0,1337,1337,2,6,2.0,531.0,185000.0,0,0,0,0
959,7,1999,1999,696.0,696,1416,2,6,2.0,484.0,155000.0,0,0,0,0
960,5,1958,2008,858.0,858,858,1,4,0.0,0.0,116500.0,1,0,0,1
961,6,1977,1995,1330.0,1542,2872,2,11,2.0,619.0,272000.0,1,0,0,1
962,6,1976,1976,804.0,804,1548,2,7,2.0,440.0,155000.0,1,0,0,0
963,9,2007,2007,1800.0,1800,1800,2,7,2.0,702.0,239000.0,0,1,1,0
964,7,2002,2003,817.0,824,1894,2,8,2.0,510.0,214900.0,0,0,0,0
965,6,2005,2007,783.0,783,1484,2,8,2.0,393.0,178900.0,0,0,0,0
966,5,1940,1950,728.0,976,1308,1,7,1.0,256.0,160000.0,0,0,0,1
967,5,1955,1955,1098.0,1098,1098,1,6,1.0,260.0,135000.0,1,0,0,1
968,3,1910,1950,600.0,600,968,1,6,0.0,0.0,37900.0,1,0,0,1
969,6,1958,1958,588.0,1095,1095,1,6,1.0,264.0,140000.0,1,0,0,1
970,4,1949,1950,720.0,720,1192,1,6,0.0,0.0,135000.0,1,0,0,1
971,7,2003,2004,764.0,764,1626,2,6,2.0,474.0,173000.0,0,0,0,0
972,6,1979,1979,918.0,918,918,2,5,1.0,264.0,99500.0,1,0,0,1
973,7,2007,2008,1428.0,1428,1428,2,6,2.0,480.0,182000.0,0,0,0,0
974,7,1910,1993,728.0,1136,2019,1,8,2.0,532.0,167500.0,1,0,0,0
975,7,2000,2000,673.0,673,1382,2,6,2.0,490.0,165000.0,0,0,0,0
976,4,1923,1958,440.0,869,869,1,4,0.0,0.0,85500.0,1,0,0,0
977,7,2006,2007,1241.0,1241,1241,1,4,2.0,569.0,199900.0,0,0,0,0
978,4,1954,1954,894.0,894,894,1,5,2.0,400.0,110000.0,1,0,0,1
979,5,1963,1963,1121.0,1121,1121,1,5,2.0,480.0,139000.0,1,0,0,1
980,7,1961,2007,944.0,999,999,1,6,2.0,588.0,178400.0,0,0,1,0
981,8,1998,1999,1225.0,1276,2612,2,8,3.0,676.0,336000.0,0,0,0,0
982,7,2007,2007,1266.0,1266,1266,2,6,2.0,388.0,159895.0,0,0,0,0
983,8,2002,2002,1128.0,1149,2290,2,9,2.0,779.0,255900.0,0,0,0,0
984,5,1977,1977,0.0,1302,1734,2,8,2.0,539.0,126000.0,1,0,0,0
985,5,1950,1950,1164.0,1164,1164,1,5,1.0,240.0,125000.0,1,0,0,1
986,6,1910,2003,485.0,1001,1635,1,5,1.0,255.0,117000.0,1,0,0,0
987,9,2009,2010,1930.0,1940,1940,2,8,3.0,606.0,395192.0,0,1,1,0
988,6,1976,1976,848.0,1118,2030,2,8,2.0,551.0,195000.0,1,0,0,0
989,7,2006,2006,770.0,778,1576,2,6,2.0,614.0,197000.0,0,0,0,0
990,8,1997,1998,1396.0,1407,2392,2,7,3.0,870.0,348000.0,0,0,0,0
991,8,1882,1986,916.0,916,1742,1,8,2.0,424.0,168000.0,0,0,0,0
992,6,1964,1993,822.0,1020,1851,2,7,2.0,440.0,187000.0,1,0,0,0
993,6,2005,2006,750.0,750,1500,2,6,2.0,564.0,173900.0,1,0,0,0
994,10,2006,2007,1700.0,1718,1718,2,7,3.0,786.0,337500.0,0,1,1,0
995,4,1946,1950,747.0,774,1230,1,5,1.0,305.0,121600.0,1,0,0,1
996,5,1961,1961,1050.0,1050,1050,1,6,1.0,368.0,136500.0,1,0,0,1
997,6,1970,1970,1442.0,1442,1442,2,6,2.0,615.0,185000.0,1,0,0,1
998,3,1922,1950,1007.0,1077,1077,1,6,1.0,210.0,91000.0,1,0,0,1
999,7,2006,2006,1187.0,1208,1208,2,6,2.0,632.0,206000.0,0,0,0,0
1000,3,1952,1952,0.0,944,944,1,4,2.0,528.0,82000.0,1,0,0,0
1001,5,1920,1950,691.0,691,691,1,4,1.0,216.0,86000.0,1,0,1,0
1002,8,2006,2006,1574.0,1574,1574,2,7,3.0,824.0,232000.0,0,0,0,0
1003,5,1976,1976,1680.0,1680,1680,2,8,2.0,528.0,136905.0,1,0,0,1
1004,7,2005,2006,1346.0,1504,1504,2,7,2.0,457.0,181000.0,0,0,0,0
1005,5,1977,1977,985.0,985,985,2,6,1.0,328.0,149900.0,0,0,0,1
1006,6,1970,1970,1657.0,1657,1657,2,7,2.0,484.0,163500.0,1,0,0,1
1007,4,1970,1970,546.0,546,1092,1,6,1.0,286.0,88000.0,1,0,0,1
1008,7,2004,2005,1710.0,1710,1710,2,7,2.0,550.0,240000.0,0,1,0,0
1009,5,1926,1950,1008.0,1008,1522,2,7,0.0,0.0,102000.0,1,0,0,1
1010,5,1948,1950,720.0,720,1271,2,7,1.0,312.0,135000.0,1,0,0,1
1011,5,1965,1965,0.0,1664,1664,2,8,0.0,0.0,100000.0,1,0,0,1
1012,6,1923,1996,602.0,900,1502,1,7,1.0,180.0,165000.0,1,0,0,0
1013,5,1910,2006,1022.0,1022,1022,1,4,1.0,280.0,85000.0,1,0,0,1
1014,6,1948,1950,1082.0,1082,1082,1,5,1.0,240.0,119200.0,1,0,0,1
1015,8,2001,2001,810.0,810,1665,2,6,2.0,528.0,227000.0,0,0,0,0
1016,7,1996,1996,1504.0,1504,1504,2,6,2.0,478.0,203000.0,0,0,0,0
1017,8,1984,1984,1220.0,1360,1360,1,4,2.0,565.0,187500.0,0,0,0,0
1018,7,1991,1992,384.0,802,1472,2,7,2.0,402.0,160000.0,0,0,0,0
1019,7,2005,2005,1362.0,1506,1506,2,6,2.0,440.0,213490.0,0,0,0,0
1020,4,2005,2005,1132.0,1132,1132,1,5,2.0,451.0,176000.0,1,0,0,0
1021,7,2006,2006,1199.0,1220,1220,2,6,2.0,632.0,194000.0,0,0,0,0
1022,5,1930,1950,912.0,912,1248,1,6,1.0,160.0,87000.0,1,0,0,1
1023,7,2005,2006,1346.0,1504,1504,2,7,2.0,437.0,191000.0,0,0,0,0
1024,8,1976,1976,1565.0,2898,2898,2,10,2.0,665.0,287000.0,0,0,0,0
1025,5,1972,1972,882.0,882,882,1,5,2.0,461.0,112500.0,1,0,0,1
1026,5,1960,1960,1268.0,1264,1264,1,6,2.0,461.0,167500.0,1,0,0,1
1027,8,2007,2008,1638.0,1646,1646,2,7,3.0,800.0,293077.0,0,0,0,0
1028,5,1941,1950,768.0,968,1376,1,6,1.0,240.0,105000.0,1,0,0,1
1029,6,1972,1972,672.0,672,1218,1,7,1.0,264.0,118000.0,1,0,0,1
1030,5,1916,1995,686.0,948,1928,2,10,0.0,0.0,160000.0,1,0,0,1
1031,7,1920,1970,824.0,1687,3082,2,12,2.0,672.0,197000.0,1,0,0,1
1032,8,1993,1993,1338.0,1352,2520,2,10,3.0,796.0,310000.0,0,0,0,0
1033,7,2002,2002,1654.0,1654,1654,2,6,3.0,900.0,230000.0,0,0,0,0
1034,5,1938,1950,920.0,954,954,1,5,1.0,240.0,119750.0,1,0,0,0
1035,4,1957,1957,0.0,845,845,1,5,1.0,290.0,84000.0,1,0,0,1
1036,9,2007,2008,1620.0,1620,1620,2,6,3.0,912.0,315500.0,0,1,1,0
1037,8,2001,2002,1055.0,1055,2263,2,7,2.0,905.0,287000.0,0,0,0,0
1038,4,1970,2008,546.0,798,1344,1,6,0.0,0.0,97000.0,1,0,0,1
1039,4,1970,1970,630.0,630,630,1,3,1.0,286.0,80000.0,1,0,0,1
1040,5,1957,2000,1134.0,1803,1803,2,8,2.0,484.0,155000.0,1,0,0,1
1041,6,1966,2000,800.0,800,1632,1,7,2.0,484.0,173000.0,1,0,0,0
1042,6,2005,2005,1306.0,1306,1306,2,5,2.0,624.0,196000.0,0,0,0,0
1043,7,1990,1990,1475.0,1532,2329,2,10,2.0,514.0,262280.0,1,0,0,0
1044,8,1981,1981,2524.0,2524,2524,2,9,2.0,542.0,278000.0,0,0,0,0
1045,3,1955,1955,0.0,1733,1733,2,8,2.0,452.0,139600.0,1,0,0,1
1046,9,2005,2006,1992.0,1992,2868,3,11,3.0,716.0,556581.0,0,1,1,0
1047,5,1994,1995,990.0,990,990,1,5,2.0,672.0,145000.0,1,0,0,1
1048,5,1960,2006,0.0,1771,1771,1,9,2.0,336.0,115000.0,1,0,0,1
1049,4,1946,2006,0.0,930,930,1,6,1.0,308.0,84900.0,1,0,0,0
1050,7,2007,2007,1302.0,1302,1302,2,6,2.0,436.0,176485.0,0,0,0,0
1051,7,2007,2007,1316.0,1316,1316,2,6,2.0,440.0,200141.0,0,0,0,0
1052,6,1964,1978,816.0,1127,1977,1,9,2.0,540.0,165000.0,1,0,0,1
1053,5,1957,2002,1216.0,1526,1526,1,7,1.0,364.0,144500.0,1,0,0,1
1054,8,2002,2002,1065.0,1091,1989,2,7,2.0,586.0,255000.0,0,0,0,0
1055,6,1976,1976,1193.0,1523,1523,2,7,2.0,478.0,180000.0,1,0,0,1
1056,7,2005,2005,1364.0,1364,1364,2,6,2.0,484.0,185850.0,0,0,0,0
1057,7,1994,1994,973.0,979,1850,2,7,2.0,467.0,248000.0,0,0,0,0
1058,9,2008,2008,1104.0,1130,2184,2,10,3.0,836.0,335000.0,0,1,1,0
1059,6,1932,1950,854.0,1096,1991,1,7,2.0,432.0,220000.0,1,0,0,1
1060,8,2001,2001,1338.0,1338,1338,2,6,2.0,582.0,213500.0,0,0,0,0
1061,3,1935,1950,894.0,894,894,1,6,3.0,1248.0,81000.0,0,0,0,1
1062,5,1900,1950,662.0,1422,2337,2,10,2.0,560.0,90000.0,1,0,0,1
1063,6,1925,1980,1103.0,1103,1103,1,5,2.0,440.0,110500.0,1,0,0,0
1064,5,1966,1966,1154.0,1154,1154,1,6,2.0,480.0,154000.0,1,0,0,1
1065,7,1996,1997,1306.0,1306,2260,2,7,2.0,533.0,328000.0,0,1,0,0
1066,6,1993,1994,799.0,799,1571,2,7,2.0,380.0,178000.0,0,0,0,1
1067,6,1964,1964,780.0,798,1611,1,7,2.0,442.0,167900.0,1,0,0,1
1068,6,1973,1973,942.0,1291,2521,2,10,2.0,576.0,151400.0,1,0,0,1
1069,5,1949,2003,845.0,893,893,1,4,2.0,576.0,135000.0,1,0,0,0
1070,5,1956,1956,1048.0,1048,1048,1,6,1.0,286.0,135000.0,1,0,0,1
1071,6,1968,1968,727.0,829,1556,1,8,2.0,441.0,154000.0,1,0,0,1
1072,5,1948,1950,810.0,1002,1456,1,7,1.0,280.0,91500.0,1,0,0,1
1073,6,1977,1977,690.0,698,1426,1,6,2.0,440.0,159500.0,1,0,0,1
1074,7,2006,2006,1240.0,1240,1240,2,5,3.0,826.0,194000.0,0,0,0,0
1075,7,1940,1984,800.0,960,1740,1,6,1.0,240.0,219500.0,1,0,0,1
1076,5,1936,1989,796.0,1096,1466,2,7,2.0,566.0,170000.0,1,0,0,0
1077,5,1969,1969,1096.0,1096,1096,1,6,1.0,299.0,138800.0,1,0,0,1
1078,6,2004,2004,848.0,848,848,1,3,2.0,420.0,155900.0,0,0,0,0
1079,5,1994,1994,990.0,990,990,1,5,1.0,299.0,126000.0,1,0,0,1
1080,6,1971,2004,1258.0,1258,1258,2,5,2.0,528.0,145000.0,0,0,0,0
1081,5,1963,1963,1040.0,1040,1040,1,5,1.0,308.0,133000.0,1,0,0,1
1082,7,2002,2002,1459.0,1459,1459,2,6,2.0,527.0,192000.0,0,0,0,0
1083,6,1964,1964,1251.0,1251,1251,1,6,1.0,461.0,160000.0,1,0,0,1
1084,6,1995,1996,691.0,691,1498,2,6,2.0,409.0,187500.0,1,0,0,1
1085,6,1992,1992,936.0,996,996,1,5,2.0,564.0,147000.0,1,0,0,0
1086,4,1973,1973,546.0,546,1092,1,6,1.0,286.0,83500.0,1,0,0,1
1087,8,2005,2006,1082.0,1082,1953,2,9,3.0,1043.0,252000.0,0,0,0,0
1088,7,2004,2004,970.0,970,1709,2,7,2.0,380.0,137500.0,0,0,0,0
1089,8,2005,2005,1247.0,1247,1247,1,4,2.0,550.0,197000.0,0,0,0,0
1090,3,1950,1950,0.0,1040,1040,2,6,2.0,400.0,92900.0,1,0,0,1
1091,7,1999,2000,600.0,624,1252,2,4,2.0,462.0,160000.0,0,0,0,0
1092,6,1925,1950,1181.0,1390,1694,2,7,2.0,576.0,136500.0,1,0,0,1
1093,5,1965,1998,864.0,1200,1200,1,6,2.0,884.0,146000.0,1,0,0,0
1094,5,1956,2000,936.0,936,936,1,4,1.0,308.0,129000.0,1,0,0,1
1095,6,2006,2006,1314.0,1314,1314,2,6,2.0,440.0,176432.0,0,0,0,0
1096,6,1914,2006,684.0,773,1355,1,7,0.0,0.0,127000.0,1,0,0,0
1097,8,1986,1986,1074.0,1088,1088,1,5,2.0,461.0,170000.0,0,0,0,0
1098,4,1936,1950,672.0,757,1324,1,6,1.0,240.0,128000.0,1,0,0,1
1099,7,1978,1978,1271.0,1601,1601,2,7,2.0,478.0,157000.0,1,0,0,1
1100,2,1920,1950,290.0,438,438,1,3,1.0,246.0,60000.0,1,0,0,0
1101,5,1971,1971,950.0,950,950,1,5,1.0,280.0,119500.0,1,0,0,1
1102,5,1960,2002,1010.0,1134,1134,1,6,1.0,254.0,135000.0,1,0,0,1
1103,6,1959,1959,655.0,1194,1194,1,6,2.0,539.0,159500.0,1,0,0,1
1104,5,1970,1970,630.0,630,1302,2,6,2.0,440.0,106000.0,1,0,0,1
1105,8,1994,1995,1463.0,1500,2622,2,9,2.0,712.0,325000.0,0,1,0,0
1106,7,1990,1991,910.0,1442,1442,2,6,2.0,719.0,179900.0,0,0,0,0
1107,7,2006,2006,868.0,887,2021,2,9,2.0,422.0,274725.0,0,1,0,0
1108,6,2000,2000,924.0,948,1690,2,7,2.0,463.0,181000.0,1,0,0,1
1109,8,2004,2005,1836.0,1836,1836,2,7,3.0,862.0,280000.0,0,1,0,0
1110,6,1995,1996,773.0,773,1658,2,8,2.0,431.0,188000.0,1,0,0,1
1111,7,1976,1976,803.0,1098,1964,2,8,2.0,483.0,205000.0,1,0,0,1
1112,5,1957,1957,816.0,816,816,1,5,1.0,308.0,129900.0,1,0,0,1
1113,5,1953,2006,1008.0,1008,1008,1,6,1.0,240.0,134500.0,1,0,0,0
1114,5,1954,2000,833.0,833,833,1,4,1.0,326.0,117000.0,1,0,0,0
1115,8,2007,2007,1734.0,1734,1734,2,7,3.0,928.0,318000.0,0,1,1,0
1116,8,2002,2002,408.0,779,1419,2,7,2.0,527.0,184100.0,0,0,0,0
1117,5,1967,2003,894.0,894,894,1,5,2.0,450.0,130000.0,1,0,0,0
1118,5,1958,1987,533.0,1021,1601,1,6,1.0,300.0,140000.0,1,0,0,1
1119,5,1959,1959,1040.0,1040,1040,1,6,1.0,286.0,133700.0,1,0,0,1
1120,6,1920,1950,1012.0,1012,1012,1,6,1.0,308.0,118400.0,1,0,0,1
1121,7,2005,2006,1552.0,1552,1552,2,7,3.0,782.0,212900.0,0,0,0,0
1122,4,1956,1956,672.0,960,960,1,5,1.0,288.0,112000.0,1,0,0,1
1123,5,1947,2008,698.0,698,698,1,4,0.0,0.0,118000.0,1,0,0,1
1124,7,1992,1992,384.0,812,1482,2,7,2.0,392.0,163900.0,1,0,0,0
1125,4,1955,1955,1005.0,1005,1005,1,5,2.0,672.0,115000.0,1,0,0,0
1126,7,2007,2007,1373.0,1555,1555,2,7,3.0,660.0,174000.0,0,0,0,0
1127,7,2004,2004,1530.0,1530,1530,2,7,3.0,630.0,259000.0,0,0,0,0
1128,7,2004,2005,847.0,847,1959,2,8,2.0,434.0,215000.0,0,0,0,0
1129,5,1980,1980,936.0,936,936,1,4,2.0,672.0,140000.0,1,0,0,1
1130,4,1928,1950,1122.0,1328,1981,2,7,2.0,576.0,135000.0,1,0,0,0
1131,5,1991,1992,974.0,974,974,1,5,0.0,0.0,93500.0,1,0,0,1
1132,6,1880,1950,1008.0,1178,2210,2,8,1.0,205.0,117500.0,1,0,0,0
1133,8,1995,1995,1128.0,1142,2020,2,8,2.0,466.0,239500.0,0,0,0,0
1134,6,1997,1997,916.0,916,1600,2,7,2.0,460.0,169000.0,1,0,0,1
1135,6,1926,1950,960.0,986,986,1,5,1.0,180.0,102000.0,1,0,0,1
1136,6,1950,1950,1032.0,1032,1252,1,6,1.0,288.0,119000.0,1,0,0,1
1137,5,1875,1996,780.0,780,1020,1,6,0.0,0.0,94000.0,1,0,0,1
1138,6,1977,1977,1567.0,1567,1567,2,5,2.0,714.0,196000.0,1,0,0,0
1139,5,1920,1950,915.0,1167,1167,1,6,2.0,495.0,144000.0,1,0,0,1
1140,5,1951,1951,952.0,952,952,1,4,2.0,840.0,139000.0,1,0,0,1
1141,5,1976,1976,780.0,1088,1868,2,9,2.0,484.0,197500.0,1,0,0,0
1142,8,2006,2007,1466.0,1466,2828,3,11,3.0,1052.0,424870.0,0,1,0,0
1143,5,1959,1959,1006.0,1006,1006,1,5,0.0,0.0,80000.0,1,0,0,1
1144,4,1941,1950,672.0,672,924,1,5,1.0,280.0,80000.0,1,0,0,0
1145,5,1928,1950,1042.0,1042,1576,1,8,1.0,225.0,149000.0,1,0,0,1
1146,6,1985,1985,1298.0,1298,1298,2,5,2.0,403.0,180000.0,0,0,0,0
1147,7,1941,1950,704.0,860,1564,1,7,1.0,234.0,174500.0,1,0,0,0
1148,7,1926,1950,572.0,572,1111,1,5,1.0,288.0,116900.0,1,0,0,1
1149,7,1920,1988,650.0,832,1482,1,7,2.0,324.0,143000.0,1,0,0,1
1150,6,1950,1950,932.0,932,932,1,4,1.0,306.0,124000.0,1,0,0,0
1151,5,1959,1959,1466.0,1466,1466,1,6,2.0,528.0,149900.0,1,0,0,0
1152,6,1956,2004,1073.0,1811,1811,1,6,2.0,470.0,230000.0,1,0,1,0
1153,6,1930,2007,816.0,816,816,1,5,1.0,432.0,120500.0,0,0,0,1
1154,7,1965,1988,864.0,902,1820,1,8,2.0,492.0,201800.0,1,0,0,0
1155,5,1976,2004,1437.0,1437,1437,2,6,2.0,528.0,218000.0,0,0,0,0
1156,5,1965,1999,1219.0,1265,1265,2,6,2.0,502.0,179900.0,1,0,0,0
1157,7,2007,2008,1314.0,1314,1314,2,6,2.0,626.0,230000.0,0,0,0,0
1158,8,2007,2008,1580.0,1580,1580,2,7,3.0,830.0,235128.0,0,0,0,0
1159,6,1974,1974,901.0,943,1876,2,8,2.0,540.0,185000.0,0,0,0,0
1160,6,1978,1978,855.0,855,1456,2,7,2.0,440.0,146000.0,1,0,0,1
1161,6,1954,2006,1296.0,1640,1640,1,7,2.0,924.0,224000.0,0,0,0,0
1162,5,1968,1968,894.0,894,894,1,5,2.0,450.0,129000.0,1,0,0,1
1163,4,1969,1969,1198.0,1258,1258,0,6,2.0,400.0,108959.0,1,0,0,1
1164,5,1978,1978,1360.0,1432,1432,1,5,2.0,588.0,194000.0,1,0,0,0
1165,7,2009,2009,1502.0,1502,1502,2,7,2.0,644.0,233170.0,0,0,0,0
1166,8,2008,2008,1694.0,1694,1694,2,7,3.0,776.0,245350.0,0,0,0,0
1167,6,2000,2000,959.0,959,1671,2,7,2.0,472.0,173000.0,1,0,0,1
1168,6,1935,1986,1127.0,1236,2108,2,7,2.0,540.0,235000.0,1,0,0,0
1169,10,1995,1996,1930.0,1831,3627,3,10,3.0,807.0,625000.0,0,1,0,0
1170,6,1977,1977,1096.0,1118,1118,1,6,1.0,358.0,171000.0,1,0,0,1
1171,6,1958,1958,1261.0,1261,1261,1,6,2.0,433.0,163000.0,1,0,0,1
1172,7,2006,2007,625.0,625,1250,2,5,2.0,625.0,171900.0,0,0,0,0
1173,5,1946,1994,1598.0,1636,3086,3,12,0.0,0.0,200500.0,1,0,1,0
1174,6,1932,1950,952.0,1170,2345,2,9,2.0,360.0,239000.0,1,0,0,1
1175,8,1992,2000,1683.0,2129,2872,2,9,2.0,541.0,285000.0,0,0,0,0
1176,5,1984,1985,876.0,923,923,1,5,1.0,264.0,119500.0,1,0,0,1
1177,6,1926,2004,818.0,818,1224,1,5,1.0,210.0,115000.0,1,0,0,1
1178,5,1921,1950,731.0,820,1343,1,7,1.0,186.0,154900.0,1,0,0,1
1179,5,1954,1954,0.0,1124,1124,1,5,0.0,0.0,93000.0,1,0,0,1
1180,7,1990,1991,1216.0,1298,2514,2,8,2.0,693.0,250000.0,1,0,0,1
1181,8,2008,2008,1600.0,1652,1652,2,5,2.0,482.0,392500.0,0,1,0,0
1182,10,1996,1996,2396.0,2411,4476,3,10,3.0,813.0,745000.0,0,1,1,0
1183,5,1920,1950,1120.0,1130,1130,1,5,2.0,720.0,120000.0,1,0,0,1
1184,5,1963,1963,1572.0,1572,1572,1,5,3.0,995.0,186700.0,1,0,0,1
1185,5,1924,1950,784.0,949,1221,1,7,1.0,392.0,104900.0,1,0,0,1
1186,3,1900,1970,978.0,1014,1699,2,7,2.0,420.0,95000.0,1,0,0,1
1187,8,1994,1995,1624.0,1624,1624,2,5,3.0,757.0,262000.0,0,0,0,0
1188,7,2002,2002,831.0,831,1660,2,7,2.0,493.0,195000.0,0,0,0,0
1189,7,1999,1999,994.0,1028,1804,2,7,2.0,442.0,189000.0,1,0,0,0
1190,4,1961,1975,1249.0,1622,1622,1,7,4.0,1356.0,168000.0,1,0,0,1
1191,8,1999,2000,776.0,764,1441,2,5,2.0,492.0,174000.0,0,0,0,0
1192,5,1925,1994,702.0,842,1472,1,6,1.0,250.0,125000.0,1,0,0,0
1193,6,1999,1999,1224.0,1224,1224,2,5,2.0,402.0,165000.0,1,1,0,1
1194,6,1969,1969,663.0,663,1352,1,7,1.0,299.0,158000.0,1,0,0,1
1195,6,2005,2005,728.0,728,1456,2,8,2.0,400.0,176000.0,1,0,0,0
1196,7,2006,2006,879.0,879,1863,2,9,3.0,660.0,219210.0,0,0,0,0
1197,7,1916,1950,815.0,815,1690,1,7,1.0,225.0,144000.0,1,0,0,1
1198,7,2001,2001,1212.0,1212,1212,2,6,2.0,573.0,178000.0,0,0,0,0
1199,4,1963,1979,1051.0,1382,1382,1,6,2.0,459.0,148000.0,1,0,0,1
1200,4,1970,1970,864.0,864,864,1,5,1.0,280.0,116050.0,1,0,0,1
1201,7,1998,1998,866.0,866,1779,2,6,2.0,546.0,197900.0,1,0,0,0
1202,5,1925,1997,884.0,884,1348,1,5,1.0,216.0,117000.0,1,0,0,1
1203,7,2000,2001,1630.0,1630,1630,2,6,2.0,451.0,213000.0,0,0,0,0
1204,5,1975,1975,1056.0,1074,1074,1,6,2.0,495.0,153500.0,1,0,0,1
1205,7,1990,1991,2158.0,2196,2196,2,7,3.0,701.0,271900.0,0,0,0,0
1206,4,1966,1966,1056.0,1056,1056,1,5,1.0,384.0,107000.0,1,0,0,1
1207,6,2003,2003,1682.0,1700,1700,2,7,2.0,544.0,200000.0,0,0,0,0
1208,5,1962,1980,931.0,1283,1283,1,6,2.0,506.0,140000.0,1,0,0,1
1209,8,2006,2006,1660.0,1660,1660,2,8,2.0,500.0,290000.0,0,1,0,0
1210,6,1992,1992,1055.0,1055,1845,2,8,2.0,462.0,189000.0,0,0,0,0
1211,8,1988,2005,559.0,1080,1752,2,8,2.0,492.0,164000.0,0,0,0,1
1212,4,1941,1950,672.0,672,672,1,4,1.0,234.0,113000.0,1,0,0,1
1213,4,1965,2001,648.0,960,960,0,3,1.0,364.0,145000.0,1,0,0,1
1214,5,1962,1962,925.0,999,999,1,6,1.0,300.0,134500.0,1,0,0,1
1215,5,1966,1966,894.0,894,894,1,5,1.0,384.0,125000.0,1,0,0,1
1216,6,1978,1978,0.0,1318,1902,2,8,2.0,539.0,112000.0,1,0,0,1
1217,8,2009,2009,1300.0,1314,1314,2,6,2.0,552.0,229456.0,0,0,0,0
1218,4,1947,1950,0.0,672,912,1,3,0.0,0.0,80500.0,1,0,0,1
1219,6,1971,1971,672.0,672,1218,1,7,0.0,0.0,91500.0,1,0,0,1
1220,5,1964,1964,912.0,912,912,1,5,1.0,288.0,115000.0,1,0,0,1
1221,5,1968,1968,952.0,1211,1211,1,5,1.0,322.0,134000.0,1,0,0,1
1222,6,1949,1950,1040.0,1168,1846,2,7,1.0,315.0,143000.0,1,0,0,1
1223,5,1951,1951,2136.0,2136,2136,2,7,2.0,528.0,137900.0,1,0,0,1
1224,7,2004,2005,788.0,788,1490,2,8,2.0,388.0,184000.0,0,0,0,0
